Season,"23.5,92.5","23.5,93.5","24.5,91.5","24.5,92.5","24.5,93.5","24.5,94.5","25.5,90.5","25.5,91.5","25.5,92.5","25.5,93.5","25.5,94.5","26.5,90.5","26.5,91.5","26.5,92.5","26.5,93.5","26.5,94.5","26.5,95.5","27.5,90.5","27.5,91.5","27.5,92.5","27.5,93.5","27.5,94.5","27.5,95.5","27.5,96.5","28.5,91.5","28.5,92.5","28.5,93.5","28.5,94.5","28.5,95.5"
Monsoon,8.513810548656355,6.74280582324155,8.79560545196984,7.989484462564796,5.975377538097583,5.759270912488786,14.029250123568668,8.498672313794373,6.657661258151861,6.227188780420437,6.055605127189945,14.914304934935114,8.24481816286842,7.505120380485688,6.873115556387882,7.879138026380442,12.834212455828258,14.273046625773839,8.465094827213665,7.5799401444293615,7.546130343945773,15.738563380670257,15.746679241562761,15.604740962555738,8.534784048370472,8.209896852606681,13.455564462514669,16.093255656760157,15.896137591370238
Summer,8.485886871818392,5.94406998279764,8.757782067446435,7.830801472745714,4.793595777459321,4.396407372412868,11.27216522425291,7.808262581103405,5.565560968496272,4.984542029200763,4.765591179872634,11.206793755643437,7.283314285252671,6.7595836262673625,5.864128673312361,6.373312708444772,9.368152061775326,10.204104968480399,7.467669074874921,6.766455298522946,6.625323963211697,11.899111952493426,11.844120070080532,11.692928468952658,7.397011179010399,7.1994117709921035,10.423885771381807,12.165343692578741,11.987958917009538
Winter,0.8478684585851928,0.8295848447084427,0.779704374615103,0.7683877029232681,0.6613230306419233,0.7227399625654022,0.42870661147435507,0.6177558209747076,0.5604632180916767,0.60335988618806,0.6525064810588956,0.34388826656589905,0.505468627050519,0.5311959388044973,0.5760167804236214,0.7570144085921348,1.2862145308752855,0.35563568824529646,0.4789983238577843,0.5093722868810098,0.5585411956186096,1.4564924499889216,1.5001148327489695,1.5395221947953106,0.4900714188627899,0.5203077019167444,1.124355814293027,1.4511093115818998,1.4733405482595165
